Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
HOLX,Hologic Inc.,Healthcare,Medical Appliances & Equipment,USA,6999.55,,16.32,,2.81,3.43,10.96,,,,-4.15,-4.00%,6.93%,-20.90%,7.78%,8.30%,200.00%,1.00%,277.76,276.07,0.40%,-0.89%,98.90%,0.35%,4.52%,7.23,-13.10%,-56.90%,-13.30%,2.4,1.8,2.05,2.1,47.80%,12.40%,-45.10%,1.37%,-2.55%,2.56%,16.61%,18.87%,12.75%,1.3,0.45,1.54%,1.68%,-0.78%,-1.31%,8.69%,-6.04%,2.42%,-6.04%,30.57%,47.24,-0.22%,-0.04%,2.6,1727.05,0.41,25.14,-0.26%,413582,7/30/2014 16:30
HOMB,"Home Bancshares, Inc.",Financial,Money Center Banks,USA,2010.42,21.92,15.28,4.38,7.05,2.2,13.92,14.62,1.32%,21.60%,1.38,2.70%,11.74%,37.70%,5.00%,8.30%,38.70%,71.70%,66.46,55.49,1.30%,-14.46%,52.00%,0.40%,2.74%,8.43,1.40%,11.10%,17.70%,,,0.07,0.07,,49.90%,30.50%,0.00%,3.24%,-3.11%,-12.40%,19.05%,-18.53%,0.9,0.68,1.80%,2.17%,1.33%,-1.53%,-7.71%,-11.24%,5.10%,-21.90%,21.14%,50.31,-0.23%,0.30%,2.1,180.26,0.45,30.27,0.07%,48037,7/17/2014 8:30
HON,Honeywell International Inc.,Industrial Goods,Diversified Machinery,USA,74701.27,18.83,15.48,1.77,1.87,4.01,8.5,32.21,1.89%,34.00%,5.07,33.30%,11.24%,35.40%,10.63%,1.30%,7.80%,5.80%,782.54,781.28,0.13%,-12.85%,81.80%,0.09%,0.63%,1.87,8.90%,23.50%,15.10%,1.6,1.3,0.37,0.49,27.90%,16.10%,10.10%,-0.05%,4.98%,2.19%,1.82%,20.21%,6.00%,1.31,1.01,0.73%,0.96%,1.29%,1.45%,4.27%,-2.22%,6.36%,-2.22%,21.34%,59.68,-0.02%,0.02%,1.9,2639.46,0.75,95.46,0.00%,1169001,7/18/2014 8:30
HOS,"Hornbeck Offshore Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1530.52,18.73,9.92,0.75,2.61,1.14,5.79,,,0.00%,2.25,82.30%,53.23%,-16.40%,25.00%,4.90%,51.80%,24.20%,36.32,32.7,3.90%,5.51%,,16.71%,14.49%,9.12,4.30%,9.60%,4.60%,4.7,4.7,0.8,0.8,54.90%,27.70%,21.30%,-1.82%,-1.61%,-5.56%,-2.81%,-21.31%,-14.40%,1.86,1.12,2.39%,2.35%,-4.55%,-5.41%,-6.34%,-13.64%,0.22%,-31.62%,9.46%,36.5,-2.64%,-0.12%,2.3,519.82,0.69,40.98,-2.75%,212167,7/30/2014 16:30
HOT,Starwood Hotels & Resorts Worldwide Inc.,Services,Lodging,USA,15984.63,28.06,25.7,2.97,2.66,5.07,26.77,54.37,1.67%,67.70%,2.99,22.60%,15.05%,16.80%,9.45%,1.20%,12.70%,-1.50%,190.52,189.81,0.40%,3.96%,93.90%,-1.05%,1.64%,1.64,6.50%,17.20%,13.30%,1,0.9,0.52,0.55,70.40%,14.50%,9.60%,0.61%,5.95%,6.19%,7.84%,38.08%,9.57%,2.02,1.06,1.07%,1.20%,3.04%,4.04%,9.74%,0.32%,10.90%,0.32%,39.38%,65.24,-0.09%,0.46%,2,1890.97,0.86,84.21,0.37%,964235,7/24/2014 8:30
HOTR,"Chanticleer Holdings, Inc.",Services,Restaurants,USA,13.51,,,,0.77,0.92,45.02,,,,-1.21,-5.30%,,,,,-15.80%,305.90%,6.72,4.88,2.50%,0.15%,12.30%,7.83%,0.08%,0.16,-29.40%,-55.40%,-37.30%,0.2,0.1,0.09,0.37,5.70%,-35.40%,-38.30%,-0.50%,0.50%,-4.74%,-51.57%,-57.05%,-62.57%,0.56,0.12,5.61%,6.94%,-0.24%,-9.34%,-39.79%,-28.52%,9.74%,-65.24%,9.74%,43.04,-0.49%,1.49%,,23.29,0.46,2.03,1.00%,6312,12/16/2013
HOV,Hovnanian Enterprises Inc.,Industrial Goods,Residential Construction,USA,550.12,52.5,10.45,10.5,0.29,,2.24,,,0.00%,0.08,142.30%,332.26%,15.00%,5.00%,-11.00%,-600.00%,6.40%,130.98,104.26,1.70%,3.92%,48.50%,2.22%,18.77%,7.14,0.50%,-1.50%,12.30%,,,,,19.60%,6.50%,0.50%,-0.47%,7.14%,-6.25%,-22.79%,-17.81%,-36.56%,2.27,0.13,2.50%,3.15%,3.96%,-2.23%,-13.92%,-19.40%,14.13%,-37.06%,14.13%,52.67,-0.47%,2.38%,3.3,2740.86,1.65,4.28,1.90%,2669261,9/4/2014 8:30
HP,"Helmerich & Payne, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,11377.14,16.45,14.12,1.05,3.16,2.36,20.69,,2.62%,30.30%,6.39,26.20%,18.45%,11.10%,15.70%,12.60%,-24.20%,13.30%,108.23,105.02,0.90%,-4.32%,93.00%,-1.89%,4.74%,4.98,13.50%,18.80%,12.20%,2.9,2.7,0.02,0.04,46.00%,28.30%,24.20%,3.11%,-1.32%,-3.99%,7.32%,71.54%,27.51%,1.38,2.54,2.16%,2.30%,2.05%,-4.51%,5.18%,-12.22%,5.48%,-12.22%,69.45%,48.1,-1.38%,0.03%,2.7,999.65,0.74,103.7,-1.35%,438282,7/31/2014 8:30
HPF,John Hancock Preferred Income Fund II,Financial,Closed-End Fund - Debt,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,-0.20%,2.17%,1.76%,8.11%,15.37%,18.96%,,0.13,0.51%,0.56%,0.68%,0.61%,6.87%,-0.82%,4.15%,-0.82%,24.62%,56.94,0.10%,0.00%,,43.72,0.56,20.29,0.10%,14342,
HPI,John Hancock Preferred Income Fund,Financial,Closed-End Fund - Debt,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,0.44%,3.56%,3.62%,8.53%,15.76%,19.85%,,0.14,0.51%,0.62%,1.67%,1.79%,7.97%,-0.44%,6.20%,-0.44%,25.85%,66.12,-0.20%,0.34%,,61.85,1.09,20.38,0.15%,39924,
HPJ,"Highpower International, Inc.",Industrial Goods,Industrial Electrical Equipment,China,102.19,84.87,15.79,,0.74,2.9,12.17,,,0.00%,0.08,-15.40%,104.76%,-6.00%,,12.10%,-75.00%,19.70%,15.05,8.9,32.50%,-2.34%,6.10%,78.59%,3.57%,0.99,0.80%,3.40%,1.40%,0.8,0.6,0.1,1.53,20.00%,1.40%,0.80%,16.27%,50.89%,68.07%,41.46%,461.16%,165.23%,2.65,0.48,10.91%,7.43%,31.01%,42.74%,71.56%,-9.64%,67.38%,-9.64%,511.30%,74.89,3.53%,0.00%,2,321.53,2.13,7.03,3.53%,404327,3/17/2014
HPP,"Hudson Pacific Properties, Inc.",Financial,REIT - Office,USA,1794.26,,95.57,,7.85,1.7,54.7,,1.87%,,-0.03,52.40%,115.38%,-12.70%,6.25%,34.30%,266.70%,31.00%,67.05,65.27,0.50%,7.71%,,-0.03%,2.63%,5.77,-0.10%,-0.10%,1.60%,,,0.82,0.82,58.60%,17.50%,-0.60%,-0.56%,3.16%,11.59%,15.49%,39.59%,23.66%,0.66,0.4,1.43%,1.47%,0.16%,2.62%,14.73%,-1.62%,6.87%,-1.62%,43.48%,56.3,0.04%,-0.07%,1.8,297.18,0.73,26.75,-0.04%,127432,8/5/2014 16:30
HPQ,Hewlett-Packard Company,Technology,Diversified Computer Systems,USA,71242.29,14.37,9.64,3.03,0.64,2.5,4.92,9.53,1.68%,27.70%,2.65,140.90%,5.93%,-4.20%,4.74%,-1.00%,-26.80%,1.30%,1871.35,1866.12,0.08%,2.75%,78.50%,-0.24%,1.62%,3.28,4.90%,18.20%,11.50%,1.2,1,0.6,0.7,23.50%,7.70%,4.50%,0.63%,7.76%,13.30%,28.35%,73.84%,37.39%,1.48,0.63,1.13%,1.78%,4.15%,7.30%,20.32%,-1.11%,13.79%,-1.11%,89.53%,69.37,-0.59%,-0.05%,2.3,9232.17,0.61,37.83,-0.64%,3318194,8/20/2014 16:30
HPS,John Hancock Preferred Income Fund III,Financial,Closed-End Fund - Debt,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,-0.06%,3.55%,3.49%,8.22%,14.64%,19.81%,,0.15,0.50%,0.63%,1.18%,1.64%,7.73%,-0.22%,5.44%,-0.22%,26.39%,62.89,-0.06%,0.17%,,72.98,0.78,17.8,0.11%,33680,
HPT,Hospitality Properties Trust,Financial,REIT - Retail,USA,4408.61,34.62,22.64,5.77,2.68,1.61,284.43,,6.66%,223.30%,0.85,-13.10%,22.64%,-6.30%,6.00%,4.60%,22.20%,9.60%,149.8,148.96,0.40%,42.94%,76.30%,-1.96%,2.09%,4.8,2.10%,4.60%,5.10%,,,1.02,1.02,40.60%,18.60%,7.60%,1.00%,3.41%,1.80%,9.69%,18.48%,14.51%,1.24,0.32,0.69%,1.02%,0.99%,-0.45%,5.96%,-3.65%,4.69%,-4.15%,22.49%,51.56,-0.54%,-0.10%,2.9,647.14,0.3,29.24,-0.65%,113013,8/11/2014 8:30
HPTX,"Hyperion Therapeutics, Inc.",Healthcare,Biotechnology,USA,562.17,21.66,,,9.23,4.47,4.66,35.81,,0.00%,1.26,118.00%,-154.70%,0.00%,,,111.50%,407.80%,20.6,20.4,12.50%,-69.35%,53.80%,2.53%,3.65%,5.67,19.30%,22.50%,13.80%,6.3,6.2,0.01,0.06,85.10%,-4.30%,44.20%,4.96%,20.17%,-6.89%,-9.18%,8.08%,34.97%,,0.97,3.36%,3.86%,11.57%,11.83%,8.07%,-1.82%,25.30%,-16.65%,44.91%,69.33,0.37%,0.37%,1.8,131.52,0.3,27.49,0.73%,23390,8/7/2014 16:30
HPY,"Heartland Payment Systems, Inc.",Services,Business Services,USA,1722,24.8,16.12,1.65,0.78,7.15,29.74,33.9,0.71%,15.60%,1.93,23.30%,25.38%,12.70%,15.00%,6.70%,-9.40%,6.60%,35.98,34.55,3.00%,22.60%,,6.32%,17.07%,15.81,8.00%,29.20%,18.50%,1.1,1.1,0.83,1.08,14.50%,9.30%,3.30%,-0.83%,1.83%,15.91%,12.24%,29.88%,-3.39%,0.91,0.92,1.44%,1.60%,1.69%,6.83%,11.92%,-1.82%,19.56%,-3.32%,32.16%,63.29,0.87%,0.40%,2.6,372.96,0.74,48.47,1.27%,163940,8/1/2014 8:30
HQH,H&Q Healthcare Investors,Financial,Closed-End Fund - Equity,USA,803.43,3.54,,,401.72,1.04,,,7.88%,15.10%,8.03,21.50%,,55.70%,,-1.90%,-16.90%,-44.40%,28.28,28.28,0.20%,39.45%,33.10%,89.08%,0.39%,0.53,54.70%,54.80%,-0.80%,,,0,0,,,,-0.39%,6.97%,8.52%,-1.93%,31.10%,11.32%,0.96,0.37,1.15%,1.30%,3.07%,6.14%,8.50%,-0.52%,12.89%,-5.76%,39.14%,67.34,-0.04%,0.35%,,208.39,0.99,28.5,0.32%,121742,
HQL,H&Q Life Sciences Investors,Financial,Closed-End Fund - Equity,USA,344.79,3.66,,,492.56,1.04,,,7.98%,15.90%,6.16,4.80%,,14.50%,,-21.70%,-39.70%,-28.60%,15.29,15.28,0.50%,33.07%,22.60%,62.65%,0.25%,0.31,51.60%,51.70%,-1.10%,,,0,0,,,,-0.62%,8.94%,10.43%,-3.63%,31.10%,16.72%,0.98,0.3,1.04%,1.36%,3.20%,6.93%,9.72%,-1.44%,13.71%,-6.33%,36.66%,67.47,-0.75%,0.62%,,125.09,0.88,22.52,-0.13%,65025,
HQY,"HealthEquity, Inc.",Healthcare,Health Care Plans,USA,962.63,209.89,65.59,,27.66,,68.76,80.89,,0.00%,0.09,-91.30%,61.80%,0.00%,,,55.30%,38.30%,50.96,36.89,48.30%,,27.60%,,0.15%,0.12,16.20%,-65.90%,-35.60%,4.1,4,,,,24.10%,12.90%,-4.26%,12.11%,,,,7.33%,,1.01,4.23%,4.90%,-2.35%,-0.35%,-0.35%,-11.96%,17.38%,-11.96%,17.38%,,-0.21%,0.32%,2,460.18,0.16,18.91,0.11%,44375,
HR,Healthcare Realty Trust Incorporated,Financial,REIT - Healthcare Facilities,USA,2461.84,74.29,62.37,18.57,6.84,1.96,140.68,,4.75%,705.90%,0.34,9.80%,19.12%,-19.90%,4.00%,10.30%,132.30%,13.60%,97.46,95.62,0.60%,2.63%,96.20%,2.08%,2.56%,5.07,0.60%,1.40%,2.30%,,,1.15,1.15,63.20%,28.30%,4.60%,2.39%,4.42%,0.32%,5.78%,20.57%,23.10%,0.8,0.29,0.85%,1.13%,2.00%,1.39%,7.85%,-1.87%,5.31%,-2.17%,25.34%,61.52,-0.47%,0.08%,3.1,481.94,0.35,25.16,-0.40%,98688,7/30/2014 16:30
HRB,"H&R Block, Inc.",Services,Personal Services,USA,9206.47,18.72,15.13,1.7,3.04,5.9,3.53,20.75,2.39%,46.00%,1.79,7.10%,11.93%,3.40%,11.00%,-5.80%,98.80%,-11.80%,274.82,274.05,0.20%,21.43%,86.70%,-0.22%,0.86%,1.14,12.40%,44.10%,20.10%,1.3,1.3,0.32,0.58,70.40%,26.90%,15.70%,-0.68%,4.10%,12.98%,9.01%,23.48%,16.85%,1.01,0.36,0.92%,1.08%,-1.22%,0.09%,9.32%,-2.92%,4.08%,-2.92%,29.32%,45.58,-1.82%,0.12%,1.3,2079.12,2.45,32.93,-1.70%,3014492,9/3/2014 16:30
HRC,"Hill-Rom Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,2510.38,36.46,16.65,3.04,1.53,3.02,22.43,18.43,1.39%,47.20%,1.2,-10.30%,17.85%,10.20%,12.00%,2.60%,15.40%,-6.30%,57.38,56.24,1.90%,0.28%,87.40%,-0.31%,4.43%,7.05,4.70%,8.60%,9.90%,2.1,1.7,0.26,0.35,46.80%,10.70%,4.30%,0.55%,10.68%,8.75%,16.57%,30.40%,6.66%,1.39,0.62,1.13%,1.61%,1.96%,5.16%,10.19%,-1.80%,12.15%,-1.80%,30.07%,67.27,-0.43%,0.02%,3,353.45,0.71,43.57,-0.41%,148993,8/7/2014 8:30
HRG,Harbinger Group Inc.,Conglomerates,Conglomerates,USA,2648.48,,,,0.45,1.45,1.82,5.8,,,-1.82,-546.70%,,18.30%,4.00%,,12.00%,13.40%,206.59,201.58,2.30%,-12.12%,91.70%,61.66%,2.94%,8.64,-0.90%,-27.80%,9.80%,,,3.46,3.46,51.10%,11.50%,-4.10%,-0.93%,8.55%,10.04%,14.87%,38.59%,11.00%,0.83,0.23,1.26%,1.85%,1.76%,3.76%,9.71%,-2.13%,11.80%,-3.37%,41.29%,60.51,0.16%,0.39%,1,685.07,0.1,12.89,0.55%,39954,8/8/2014 8:30
HRL,Hormel Foods Corporation,Consumer Goods,Meat Products,USA,13500.96,23.46,19.77,2.13,1.48,3.77,25.43,50.6,1.56%,33.20%,2.18,4.80%,16.17%,13.40%,11.00%,5.30%,21.40%,5.80%,264,133.89,0.30%,18.39%,32.40%,-1.83%,2.44%,4.6,11.60%,17.10%,15.10%,2.9,1.5,0.07,0.07,16.80%,9.80%,6.50%,1.99%,12.69%,3.59%,7.75%,26.02%,14.66%,0.53,0.64,0.91%,1.28%,5.00%,5.85%,8.97%,-0.87%,13.33%,-0.87%,25.72%,73.84,-0.40%,-0.08%,2.2,709.99,0.47,50.9,-0.48%,198804,8/21/2014 8:30
HRS,Harris Corporation,Technology,Communication Equipment,USA,7441.81,14.21,14.06,4.06,1.48,4.1,13.27,16.31,2.37%,27.20%,5,20.20%,3.87%,16.50%,3.50%,0.00%,103.20%,-2.20%,104.77,103.85,0.20%,81.36%,87.00%,-2.58%,2.14%,4.03,13.40%,37.70%,18.10%,1.8,1.2,0.86,0.9,33.90%,17.60%,13.10%,-0.14%,2.82%,-6.21%,-3.68%,26.50%,2.88%,1.26,1,1.13%,1.22%,1.26%,-1.24%,-0.41%,-7.31%,6.07%,-10.12%,27.73%,52.06,-0.37%,0.20%,3.1,550.56,0.74,70.91,-0.17%,241505,7/29/2014 18:30
HRT,Arrhythmia Research Technology Inc.,Healthcare,Medical Appliances & Equipment,USA,19.15,,,,0.83,2.76,95.76,,,,-0.06,-51.20%,,-64.40%,,-1.10%,108.50%,-40.00%,2.74,2.05,3.70%,-4.70%,9.70%,-31.64%,0.75%,1.41,-1.20%,-3.10%,-28.40%,1.1,0.7,0.29,0.36,17.30%,0.00%,-0.90%,0.29%,4.02%,13.47%,45.93%,156.04%,120.50%,1.07,0.29,4.70%,4.39%,-0.91%,2.11%,32.87%,-12.63%,11.84%,-12.63%,185.29%,49.98,2.49%,-2.43%,,10.81,0.24,6.99,0.00%,1561,11/19/2013
HRTG,"Heritage Insurance Holdings, Inc.",Financial,Property & Casualty Insurance,USA,435.7,6.92,5.6,,2.98,1.97,,,,,2.12,,95.50%,0.00%,,,-54.50%,-4.20%,29.7,25,,,,,0.81%,2.79,,,,,,,,,,,-2.85%,0.48%,13.28%,,,27.57%,,0.45,3.49%,2.92%,-0.90%,-0.74%,2.13%,-6.25%,6.65%,-6.25%,30.36%,47.33,-0.22%,0.55%,2,72.98,0.54,14.72,0.33%,23425,
HRTX,"Heron Therapeutics, Inc.",Healthcare,Drug Manufacturers - Major,USA,274.36,,,,,2.35,2.61,,,,-3.11,-71.00%,29.00%,25.50%,20.00%,,22.80%,,28.91,28.73,0.20%,,91.90%,27.63%,4.60%,6.07,-92.70%,-104.40%,,9.8,9.8,0,0.01,,,,-3.06%,8.21%,-14.96%,-34.46%,15.73%,5.44%,0.45,0.44,4.55%,4.81%,4.43%,-2.41%,-14.75%,-29.32%,15.29%,-39.95%,48.44%,53.33,0.00%,0.11%,1.4,217.74,0.07,9.5,0.11%,9201,8/4/2014
HRZN,Horizon Technology Finance Corporation,Financial,Asset Management,USA,137.18,19.81,10.11,3.96,4.67,1,21.77,12.82,9.68%,191.70%,0.72,-21.30%,23.77%,-2.96%,5.00%,29.40%,108.30%,47.60%,9.62,8.25,0.30%,11.60%,19.60%,-11.75%,1.77%,1.84,2.60%,5.00%,1.40%,,,0.79,0.79,27.20%,24.50%,23.50%,-0.35%,6.50%,7.38%,6.10%,18.83%,7.22%,0.46,0.23,1.07%,1.72%,1.72%,1.95%,7.18%,-3.26%,12.11%,-3.26%,24.00%,61.09,-0.35%,0.98%,2.6,79.2,0.19,14.35,0.63%,9084,8/5/2014 16:30
HSBC,HSBC Holdings plc,Financial,Foreign Money Center Banks,United Kingdom,206598.59,13.49,47.31,2.87,4.82,1.05,0.21,,3.70%,50.10%,4.01,13.90%,16.99%,12.50%,4.70%,-10.90%,-57.80%,-66.30%,3820.24,3810.4,,,3.10%,-6.80%,0.05%,1.56,0.70%,10.00%,8.70%,,,0.65,0.65,,48.60%,42.70%,0.93%,1.65%,4.54%,7.30%,5.52%,1.85%,1.14,0.57,0.66%,0.72%,1.55%,3.70%,4.94%,-0.28%,8.83%,-1.13%,12.78%,60.86,0.17%,-0.17%,1.7,1293.15,0.96,54.08,0.00%,733293,
HSC,Harsco Corporation,Basic Materials,Industrial Metals & Minerals,USA,1932.98,,17.3,,0.78,3.64,24.94,,3.43%,,-3.24,11.10%,44.51%,-24.20%,20.00%,-6.10%,-163.30%,-29.60%,80.81,80.2,0.10%,-1.62%,82.00%,2.20%,4.01%,5.72,-10.40%,-47.50%,-12.30%,1.4,1.1,1.57,1.62,22.20%,6.60%,-10.60%,-1.69%,-5.19%,-9.67%,11.05%,3.91%,-12.57%,1.81,0.63,1.75%,3.25%,1.52%,-3.00%,-1.58%,-10.33%,28.30%,-12.67%,28.30%,49.63,2.79%,0.50%,2.3,561.89,0.41,24.71,3.30%,136921,8/7/2014 8:30
HSH,The Hillshire Brands Company,Consumer Goods,Processed & Packaged Goods,USA,7766.12,35.57,29.24,3.81,1.95,12.88,19.96,86.29,1.11%,35.30%,1.77,982.40%,12.25%,22.60%,9.33%,-18.60%,0.00%,3.40%,123.35,123.18,0.23%,-1.05%,82.90%,5.43%,4.33%,1.25,9.20%,42.40%,15.70%,1.5,1.1,1.4,1.57,28.90%,9.20%,5.70%,0.13%,0.27%,18.17%,68.34%,98.30%,89.92%,0.78,0.33,1.42%,0.42%,0.23%,0.45%,43.71%,-0.08%,6.35%,-0.08%,110.32%,62.25,0.00%,0.00%,3,4253.02,2.69,62.96,0.00%,0,8/13/2014
HSIC,"Henry Schein, Inc.",Services,Medical Equipment Wholesale,USA,10140.58,23.03,20.09,2.09,1.02,3.55,113.05,20.48,,0.00%,5.19,14.10%,10.61%,12.70%,11.00%,8.40%,9.80%,9.30%,84.83,83.24,1.10%,-10.97%,96.40%,0.57%,3.63%,7.99,7.90%,16.10%,14.90%,1.9,1.1,0.23,0.27,27.90%,6.90%,4.50%,-0.30%,2.38%,0.09%,0.16%,17.46%,4.62%,0.76,1.26,0.82%,0.96%,0.46%,0.35%,2.07%,-1.60%,3.87%,-1.67%,17.56%,51.34,-0.49%,0.02%,2.4,378.56,0.69,118.97,-0.48%,153226,8/4/2014 8:30
HSII,Heidrick & Struggles International Inc.,Services,Staffing & Outsourcing Services,USA,415.64,48.51,26.21,4.22,0.86,1.66,3.37,12.37,2.28%,108.30%,0.47,2.90%,36.36%,-30.80%,11.50%,-5.60%,90.90%,11.60%,18.23,16.49,0.90%,33.31%,71.90%,-0.66%,1.98%,3.98,1.70%,3.50%,3.00%,1.7,1.7,0.11,0.13,,4.70%,1.80%,7.09%,20.95%,25.76%,20.38%,56.59%,15.68%,1.54,0.56,2.61%,2.64%,13.84%,21.23%,25.66%,1.13%,33.00%,1.13%,60.75%,86.84,1.48%,0.66%,3.2,81.86,1.52,23.29,2.15%,73507,7/29/2014 8:30
HSKA,Heska Corporation,Healthcare,Medical Laboratories & Research,USA,85.23,30.8,27.37,1.54,1.01,1.56,13.53,852.3,,0.00%,0.44,-195.50%,25.32%,-5.60%,20.00%,-0.80%,144.70%,25.10%,6.29,5.07,6.90%,201.37%,30.00%,14.02%,1.01%,1.59,3.00%,5.90%,-1.90%,2.1,1.3,0.01,0.06,41.50%,4.20%,3.30%,0.37%,-2.17%,26.75%,41.00%,160.58%,55.39%,0.53,0.65,3.78%,4.69%,-0.22%,9.48%,30.93%,-7.39%,29.96%,-7.39%,160.67%,55.01,-1.30%,0.96%,1.8,32.14,1.15,13.5,-0.35%,21785,8/4/2014
HSNI,"HSN, Inc.",Services,"Specialty Retail, Other",USA,3178.44,19.47,17.13,1.56,0.92,6.16,25.99,24.02,1.65%,29.30%,3.12,37.70%,13.54%,15.70%,12.47%,3.80%,-44.50%,-46.10%,52.32,31.8,0.90%,-4.07%,58.90%,-2.77%,5.32%,7.66,13.20%,32.60%,24.00%,1.9,1,0.42,0.45,35.60%,7.80%,4.90%,-0.26%,7.85%,8.87%,6.64%,14.39%,-1.22%,1.59,1.06,1.51%,2.03%,2.73%,5.75%,6.81%,-1.15%,13.24%,-2.19%,24.78%,66.05,0.74%,0.25%,2.1,220.97,0.7,61.35,0.99%,90806,8/7/2014 8:30
HSOL,"Hanwha SolarOne Co., Ltd",Technology,Semiconductor - Specialized,China,222.09,,,,0.29,0.67,1.27,,,,-1.49,44.20%,,-13.30%,,-0.90%,44.20%,2.30%,99.59,97.78,1.38%,,8.10%,4.54%,3.28%,5.23,-8.60%,-39.00%,-9.20%,1,0.8,1.6,2.88,9.80%,-5.40%,-16.40%,8.25%,19.89%,0.45%,-27.36%,-33.63%,-19.49%,3,0.12,7.77%,6.12%,12.04%,3.22%,-14.15%,-17.61%,33.71%,-58.95%,33.71%,60.77,5.88%,-0.90%,2,613.05,1.97,2.34,4.93%,714137,8/28/2014 8:30
HSON,"Hudson Global, Inc",Services,Staffing & Outsourcing Services,USA,126.43,,,,0.19,1.83,7.06,,,,-0.77,-452.90%,10.00%,20.20%,7.00%,-9.40%,27.80%,-2.30%,33.01,29.63,1.20%,7.61%,71.80%,-0.10%,0.38%,4.14,-15.50%,-33.60%,-40.90%,1.8,1.8,0,0.03,35.70%,-2.10%,-3.90%,2.41%,6.98%,-3.28%,2.41%,40.29%,-4.73%,2.1,0.11,2.06%,3.05%,4.03%,0.85%,2.50%,-5.67%,9.74%,-11.55%,41.85%,58.8,0.00%,0.00%,2,26.83,0.62,3.83,0.00%,9825,7/31/2014 7:00
HSP,Hospira Inc.,Healthcare,Drugs - Generic,USA,9086.11,52.28,22.38,4,2.12,2.78,11.41,206.03,,0.00%,1.03,-118.50%,-0.21%,-15.20%,13.07%,2.00%,110.00%,10.70%,168.73,167.93,0.30%,16.58%,95.70%,2.86%,3.83%,5.81,2.80%,5.70%,1.40%,2.6,1.6,0.54,0.54,35.20%,10.00%,4.10%,-0.35%,-2.29%,9.72%,26.26%,39.76%,30.45%,0.57,1.07,1.45%,1.70%,-1.38%,1.44%,16.30%,-5.28%,8.72%,-5.28%,41.13%,48.17,-0.18%,0.06%,3.1,1105.9,0.4,53.78,-0.12%,259265,7/30/2014 8:30
HSPX,Horizons S&P 500 Covered Call ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15%,2.84%,3.06%,5.65%,18.76%,7.34%,,0.18,0.10%,0.20%,1.66%,1.85%,5.77%,0.26%,4.47%,0.26%,19.18%,67,-0.27%,0.68%,,43.7,0.1,46.97,0.41%,2570,
HST,"Host Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,17264.84,43.85,32.29,3.78,3.28,2.34,39.24,55.87,2.63%,150.00%,0.52,11.50%,3.82%,-16.60%,11.60%,0.20%,40.00%,2.30%,757.23,742.52,0.30%,-18.68%,,-0.46%,4.83%,7.11,3.80%,6.50%,4.10%,,,0.55,0.55,26.40%,10.70%,9.10%,1.33%,3.83%,3.45%,15.79%,37.52%,18.94%,1.84,0.27,0.88%,1.12%,1.67%,1.40%,11.04%,-2.37%,6.52%,-2.37%,37.17%,58.59,-0.48%,0.04%,2.3,5045.8,0.56,22.7,-0.44%,1680887,7/31/2014 8:30
HSTM,Healthstream Inc.,Technology,Healthcare Information Services,USA,748.25,90.47,69.59,5.48,4.94,4.76,6.69,28.34,,0.00%,0.3,7.10%,18.90%,18.20%,16.50%,20.70%,-11.10%,33.20%,27.57,21.19,20.70%,-0.09%,64.80%,1.11%,4.83%,6.89,3.80%,5.60%,5.60%,2.1,2.1,0,0,56.50%,9.80%,5.50%,4.02%,6.85%,7.32%,-3.76%,-19.49%,-16.83%,1.15,0.81,2.32%,3.05%,1.47%,6.71%,-2.75%,-2.72%,23.68%,-32.64%,29.05%,58.18,-1.43%,0.15%,1.7,148.76,0.32,26.79,-1.29%,28137,7/21/2014 16:30
